video_id,author,comment,published_at,likes,sentiment,toxicity,anomaly,summary,sentiment_label,toxicity_label,anomaly_label
LGLuHYHbCFA,@Raju-od2qh,Super explanation with examples and live implementation in git☺,2025-01-19T06:28:38Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@shehanashcrafts2484,Bro enaku modify nu kaamika maatingithu broo,2023-08-14T08:15:17Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@lohishra4901,Thank You😊,2023-11-08T22:39:35Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@MoniSarathy,"Hlo bro can we post business intelligence tool tutorial like power bi, tableau",2023-08-19T18:20:14Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@manojkumarkm5020,I'm impressed with your video on this topic.. thnaks much...!,2024-02-23T00:26:12Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@avanthikrishna799,I did not complete the video still watching it but wanted to comment entha neat ga entha clear ga you are trying to explain us. Thank you so much.,2023-06-13T17:45:17Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@rdxsathish7199,Super bro,2024-03-05T08:08:21Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@sudalaimuthu9295,"Hi, it would be great if you provide session about CI/CD pipeline since we are seeing CI/CD in many job postings but not sure what exactly it is, how to use/build and all",2024-12-10T12:13:03Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@ikik790,the difference between git and github is like porn and pornhub.. now as a beginner you ll not confuse between them,2023-12-26T05:22:49Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@dharshinisampath4515,In terminal while copy pasting the link in github it shows error why that happens,2025-03-14T15:20:44Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Telugu_Traveller_Ravindra,Tanks a lot sir,2025-01-30T02:33:25Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@mangaligangadhar,"i don't have any words to say anna thankyou so much anna
have an Octotastic life ✌✌",2024-08-12T16:55:59Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@kalpanar9302,"Hi, im new to coding, im getting error while passing my mail id, pls suggest",2025-08-06T16:10:14Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@DilipKumar-lz2zb,"Thank you, clearly explained",2024-07-30T02:53:40Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@universe5441,41:12,2024-02-23T16:07:44Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@RangaRajuth,Chala baga cheparu annaya,2023-03-22T14:15:11Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@Ashok_Kumar539,good explanation bhavani sir,2023-06-19T14:00:50Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@_iamsuriya_,could you send this ppt or give link about ppt,2024-05-18T17:28:45Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@safeekahakkim5427,Flutter study pna best online platform slunga bro,2023-08-06T07:52:23Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@karnaedits306,12:47 ❤,2024-07-14T16:31:36Z,2,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@udaychodagiri252,Thanks for sharing.,2023-08-02T05:11:55Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@BearBox9,Excellent explanation of Git and Github. Thanks. Can you please also explain in Github Desktop mode with small video?,2025-08-31T05:44:34Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Skeleton._.Gaming_0,Can i get the ppt file,2025-08-09T07:30:16Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@ranigudapuvalasa2247,Thank you so much sir... Your way of teaching is excellent... No words to say,2023-12-25T10:28:25Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@USAGURU999,good video,2023-05-06T12:49:52Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@sundarkannan-b2d,"Thanks, Easy to understand GitHub process",2024-10-06T05:34:50Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@sarathkumarnikhil,"Hi Bro,

Could you please upload a session for AWS ? It would be really helpful.",2023-08-03T03:11:51Z,2,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@lokaparameswararaobayana8083,Kavali,2023-06-23T12:19:38Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@gowthambe91,Thanks brother!,2024-02-04T02:23:27Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@vijaykumar-f2t2l,Excellent expalnation,2024-11-16T06:03:17Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Rooney-t3x,Thanks bro❤,2024-08-03T13:50:24Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@taraveeravalli5827,"Thanks, Vamsi",2024-12-10T01:31:55Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@TribalCheif-r7t,"Bro naa oru error a face pannura "" file ulla yethachu type panni add panna git la antha text kaata maatithu bro file create pannathu kaatuthu but athula ulla content kaata maatithu bro"" please help me",2025-06-08T07:09:22Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@nagasowmyadevatha8872,Thank You For giving Clear Explanation on Git and GitHub.,2025-11-02T06:24:40Z,2,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@krishnavenimiriyala1403,"Git and Github ante intena annanta clear ga explain chesaru.
Grateful to have people like you. Thanks for sharing your knowledge.",2025-05-22T08:41:35Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@chayankumar_cj,hi anna   git hub la folder eappidi  upload pannurathu,2024-03-20T16:35:01Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@PraveenKumar-jf7bu,ayya nandri ayya,2025-08-13T18:16:10Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@gabrielkelvin4827,How to push a folder into another folder of a single repository,2023-11-11T13:42:33Z,1,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@Vijay-cz7pe,Is this level of expertise on Git and github sufficient for Data Science roles as well?,2024-05-13T14:24:05Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@Moon_light580,Which group can choose after 12th?  please answer bro,2023-07-31T10:55:48Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@MohamedFahil-y2n,Thala Repository ah  epdi delete Panrathu!?? nu sollalayey!,2025-05-27T14:19:00Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@Lsree_techies,Thank you sir,2024-01-26T04:08:18Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@mohanraj-rg4xu,bro ungaloda intha video super and clear ah understand anuchu ithemari devops tools like jenkins docker and ansible ithaum video yeduthu podunga bro,2023-08-19T05:33:10Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@ajayannadurai261,Eclipse la irundhu eppadi push pandradhunnu poduvannu paatha ippadi pannittiye thala😮,2025-02-26T02:14:59Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@bh39589,anna while we are modifying we need to save it by ctrl + s  then only it will show M symbol. i have been stuck at this for 1 hour😅😅😅😅😅,2025-02-13T08:10:43Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@bhanuprakashreddy4498,It is very helpful. Thank you.,2023-08-06T19:36:00Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@kaviya.p9635,Anna neengah yellam soldrengah anah atha oru continuesaah sollu agaley plsss eppo ethulaa pandreeengah ethu 1hour padicha apro yenna pananum athulaaa sollungah anna,2024-10-08T15:30:19Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@dharanimurugan8973,Thanks a lot for this video. clear explanations. could you please upload this ppt and share the link please?,2025-09-23T08:05:38Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@vijayakumarivijayakumari-f6b,Excellent ga explain chesaru bro,2025-06-23T09:39:19Z,2,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@ramkumararcotdharmalingam22bce,can u provide a doc containing all the commands u discussed,2025-05-22T09:41:15Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@jagadeshvarmasvpkh7860,Thank you today first time I understand clearly.  Since 2 years I. Will about this.,2024-07-26T01:21:07Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@eranavishnu4610,thank you brother,2023-09-12T18:15:34Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@DayaashG,Greatly Explained. Thank you simple and clean explanation. 👌👌,2025-03-31T06:52:26Z,2,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@chakrichukka5631,good explanation but practice make a perfect,2024-08-12T04:01:27Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@guru837,Thanks for making this video Vamsi. This is simple and short with very good explanation on all topics and is 100% helpful for any one who is new to Git/Github.,2023-05-28T14:24:24Z,6,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@pglavanya3791,"Awesome video keep it up sir good job, thank you so much",2023-06-20T18:47:09Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@skcreations475,Open source contribution 49:48,2025-10-24T06:25:05Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@jagadeeswarareddy_sathi,"nice explaination,thanks for the video.",2023-12-25T07:12:03Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@NagamanisankarBalaga,thankyou bro,2024-08-26T10:23:29Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@vignesh2727,thank you,2024-10-21T10:22:50Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@thrinetravickram2483,"Nice explanation bro,thank you.",2023-10-13T02:22:51Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@nelsonsimson8175,Can anyone tell ? How to delete the whole repository using git,2023-09-02T15:08:34Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@pavankalyan1934,Very nice explanation. Thank You,2024-02-27T21:57:59Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Nandhini-u5z,Wowww clear explanation ❤,2025-04-30T15:47:27Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@Ravichandran.-ls7uf,"What is best no code app development platform

Flutterflow 

Appmysit  WordPress 

Appypie 

Bubble

Adalo

Please tell me",2024-02-23T06:34:44Z,0,negative,non-toxic,spam,,,1,0
Ip2TA2ijDmA,@rajatgupta7646,"Aapne ek cheez ni btayi before_script btate time... Actually before_script step jo humne global level pr likha tha wo execute ni hua build stage k time... Aur uska reason ye h kyuki humne before_script dubara se mention kra tha build stage mein, jiski vjh se global level wala before_script execute ni hua and local wala before_script execute hua build stage me.. Which means hum global level wale before_script ko override kr skte h by declaring before_script locally in that particular stage",2025-11-09T07:29:29Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@prabu5486,Can you share  this  ppt,2025-10-19T18:08:13Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@subbulakshminatarajan5320,"Hello bro 
This video has made a beginner like me who has little bit background in information systems life easier",2023-12-27T13:12:36Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@vitalsai4714,thanks anna,2023-05-14T06:00:04Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@ourvillagerock5131,Bro...video on data science..please...,2023-08-03T13:14:39Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@lingareddy6408,"Thank you very much bro, Nice explanation.",2024-01-05T14:08:06Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@gangadharb4638,Very nice explanation. Understood the concept well.,2024-01-23T13:09:41Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@mahi78yadav,"Excellent narration, thank you",2023-10-23T00:37:35Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@sureshkolli5230,too good I clearly understand what is gIt and gIt hub i really need this to implement in my project. Thanks Vamsi,2024-09-25T07:29:43Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@nanigameryt2603,git -force,2024-09-29T10:25:20Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@lavanyamettu-s6b,can you please tell complete pipeline concept and also about how we work on production server.......,2024-05-16T06:18:52Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@lisa-eh2mr,"Thank you for your fantastic Git and GitHub tutorial! I'm a beginner, and your explanation is very clear. I noticed that your video, although a year old, is still relevant in 2025. Keep up the great work!",2025-02-28T16:43:19Z,1,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@nikhilnikki9627,Git hub code in vs lo kakunda vere yekkadaina run cheyochha,2023-08-17T11:16:57Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@kaviyarasan.s9378,"Bro 1:15:20 out put varala 
Enna pandra thu",2024-08-24T05:20:36Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@Vijay-cz7pe,Thank you for this amazing tutorial Vamsi.,2024-05-21T09:38:26Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@thamizhansameer6334,First comment bro🔥🔥🔥,2023-07-24T13:17:41Z,1,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@dineshram9872,thank you bro nice teaching i understood will,2025-04-10T10:07:58Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@ramireddy1976,"Thanks Vamsi, it's so useful",2023-07-05T05:10:04Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@GNA_ensh_WAR,"hello anna , one doubt , manamu only selected files ni copy1 ane branch nunchi master lo ki velladaniki pull request pettavaccha , if yes then ela , because akkada compare and pull option lo only recent ga add chesina files ne chupistundi , it is in 48th minute in the video . And by the way very good explanation",2024-01-27T07:11:15Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@sureshpachala3348,"Thank you so much bro, Good Explanation, very useful. Thanks Again!",2023-10-31T16:46:16Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@hrishitamogali6168,Thank you. nice explanation👏👏,2024-10-13T12:46:32Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@Kandhan-Arumugam,bro include chapters in our video description much better,2024-01-31T17:05:48Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@DevaGowd,"Well explanation bro , same thing we are doing in my company . (Automation testing)",2023-07-29T19:13:28Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@Userjaiie-of3ic,"Em anna cheppav bayya, dandallayya miku",2025-04-09T10:32:38Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@nandetiveena2975,nice explanation bro super 😃😃😃,2023-06-14T17:57:03Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@venkys906,"Very good explanation
Easy to understand git and github",2023-10-26T18:47:29Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Rahul_Sush-7,Your lectures are Crystal and clear...... Continue the Good work !🤞,2025-01-17T17:45:43Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@MohammedRasheek,"Very good effort and a good explanation for beginners, thanx a lot",2024-02-14T17:31:13Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@nagamanisu1166,"Hi,
Thank you for the explanation.I want to push the repository.However it throwing an error called remote origin already exists.

Please comment on how to handle this error

Thanks.",2024-08-18T19:49:53Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@mantipallysridhar185,@vamshiBhavani anna Reply please,2024-07-05T05:50:39Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@KavinkumarV-c5e,please upload Jenkins CI and CD video for Testing,2023-12-17T13:43:26Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@ashishnaidu2487,"Thank you so much Vamsi gaaru for explaining in such a detailed and descriptive manner , it really helped me a lot in understanding the concept so well, thanks a ton once again.",2024-11-03T15:29:20Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@swathiswathi4668,Very nice explanation 😊I understand very well,2025-03-07T04:42:39Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@SivakumarB-p2r,It's very useful content for me...👏🤝😊bro,2023-08-01T06:54:18Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@MadaswamyMurugan,Good explanation... Thanks Bro,2024-03-03T07:08:15Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@srinathm3949,great content,2024-02-29T19:17:27Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@sindirimanikantaswaroop5774,Thanks annaya 💗💫,2025-02-17T13:30:55Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@HasiniGadhiraju,Thank you so much! Great explanation,2024-10-09T03:41:45Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@udaykumar-tb5kn,"Git config user name
Git config email u should give right why it's not shown",2024-09-29T17:06:47Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@KHWorld23,Thank you so much for your efforts for this video Vamsi.... Great explanation.... Keep doing amazing videos....,2025-04-19T21:50:38Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@rekhas1366,Thank you very helpful video,2023-04-22T17:43:11Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@MouNihiRAVI,"Bro helped a lot, gr8 video",2025-04-11T17:48:34Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@GandhiReddyTraveller,excellent bro,2024-06-21T04:41:21Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@MKUSUMA-g1i,thank you so much its very clear and i understood,2024-11-16T20:13:04Z,1,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@pisinibhavani1896,Thank you for the enlightening lesson! Your passion and clarity made the topic truly come alive.Just looking like wow wow...,2024-05-17T14:25:01Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@yetcherlaajay2399,good content bro,2023-12-20T12:34:23Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@CodeEverySingleDay,Thank you broo,2024-12-02T19:05:12Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@manojkumar-vl2pg,"Thank u so much,,i got clear picture about git and github now,..Thanks once again
🙂🙂🙂",2023-05-08T07:03:29Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@dhivyasekar5663,"Really great, Thanks for clear explanation 😊",2023-05-29T11:02:13Z,1,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@kite7586,akka biryani tini bajjo ika chalu,2024-01-12T09:40:29Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@RAGHUBOINA-yx6fb,"Nuv super bro keep rocking ❤
Easy way to understand",2023-07-23T03:51:20Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@logoffdead8645,thank you sir/brother,2023-10-07T09:58:35Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@shiva8562,I thank you very very much bro 🙏 I learn git from your efforts of this video I learn this I feel 1 step in forward today I will meet you one day sure 😁 thank you ❤️❤️,2024-02-18T16:25:35Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@hackermrj,Pakka va understanding aachu bro ivlo clear ha yaaru teach panna maatanga i really thanks you so much bro ithu nlennakku romba romba useful ha irukku we love's you bro,2023-07-28T20:44:18Z,5,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@saiabhilashkarri7496,🙏🙏🙏super sirrr,2023-07-26T05:35:18Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@RITISHL-mp3eo,yaru yalla antha Richdad book ya note  panniga,2024-05-13T10:41:51Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@Rajesh-gi8jb,"Perfect course for beginners, Also try to make the video like how to undo the things we did and also what is rebase. Shall we use visual studio?",2024-01-10T07:28:04Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@manis727,Now' Let's say if a Book is a like a git then the GitHub is termed as a library isn't bro?,2024-04-25T17:10:22Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@mahendrans6063,Reactjs course poduvingala bro,2023-07-24T15:12:30Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@neelimasamba3748,excellent,2025-04-01T13:53:35Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@VenkatNaga-j5r,nice information😀😀😀,2023-09-28T15:33:04Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@muralimn5671,Thank you bro understood everything such clearly,2025-08-04T16:07:51Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@ssanjay8826,🫡,2024-06-13T07:06:08Z,1,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@SudeepS-bc9oi,Great job buddy.,2023-07-25T15:59:14Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@priyadharshini4927,"Hi Agnel, Can you share the ppt which you've used. 
so that we can use for future reference",2024-05-29T16:32:31Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@BharathKumarEdiga-e2k,please stop scrolling content in the below video it divert the concentration,2025-07-10T10:53:01Z,2,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@mamamama-tr7rg,Thank you bro🙌🏻,2023-11-26T08:12:02Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@sudhakar7400,"Bro really excellent tutorial in Tamil, especially your voice is bold and good way to understand,
I have one doubt how to connect GitHub and server cPanel to edit files?",2023-11-14T18:02:07Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@SurekhaY-s9p,Thanks Vamsi :) for the Clear Explanantion in Telugu :) I liked your Telugu and also the Video....Thank you for making such a Nice video and you have Cleared my doubts also :):),2023-07-19T10:34:55Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@MrTejasreddy,so is this video only for full stack developers or every one who works in software industry?,2024-08-22T09:05:55Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@kirthikvaishnav4837,Clear Cut Explanation!,2024-07-17T09:39:29Z,0,negative,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@harshaldagde8237,prashant bhai please make video onhow to deploy 3 tier app on gitlab,2024-05-20T17:50:15Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@kathirvel4882,Bro ennaku push agala bro,2023-07-28T10:24:06Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@my2subscribers,"Best tutorial, Sema explanation.",2024-05-09T14:33:05Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@sivaaqc3831,it is very good,2025-04-02T16:07:27Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@sandhashorubi3502,"While doing the Pull request, i have this error 

""PS C:\Users\*****\Desktop\GITHUB\GitHub1> git pull
There is no tracking information for the current branch.
Please specify which branch you want to merge with.
See git-pull(1) for details.

    git pull <remote> <branch>

If you wish to set tracking information for this branch you can do so with:

    git branch --set-upstream-to=origin/<branch> main""",2023-11-21T18:04:38Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Shivazshz,bro add timeline in upcoming videos!!,2023-08-28T02:21:41Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@vinaya68vinno1,Really we got money,2024-02-22T05:15:59Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@udaybhaskar4940,"git branch dev  || git branch -b ""dev"" what is diffrence",2023-10-06T13:42:17Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@TammanaTriveni,Super explanation brooo,2024-06-30T16:58:00Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@vignesh3456,nice video,2023-08-16T08:09:48Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@bharunkumar6275,Thank you very much. clear and simple.,2024-03-13T10:57:16Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@nalinking6766,Awesome,2023-07-26T18:19:49Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@GokulGokul-ls5cp,"hi bro, i watched a 30 mins video yesterday and i continued where i stopped yesterday but today is not working ,for example i write in  terminal git pull but there is no change in vs code",2025-05-17T13:30:58Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@raniranjani4001,bro terminal la git clone apuram reposetry  link copy panni paste panna error show agudhu bro ! now what can i do?,2024-10-13T18:50:00Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@rajasekar4914,"Similarly, could you please post a video that offers an overview of GitHub and demonstrates how to add a project, including adding a description and creating a README file with its essential components?",2023-10-08T14:38:36Z,1,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@CandyMan-s6t,Can you send me git PPT bro....then your voice and teaching content and methods extranary bro ......,2023-08-23T19:35:36Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@faleesha786,to delete 30:00,2024-10-10T14:30:29Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@NandhaNandha-u3k,"Bro video was good , please add timestamp.",2023-10-30T09:50:25Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@radha_krishna_world_telugu7862,Anna konchem android lo ela use cheyalo cheppava please 🥺,2023-07-25T10:29:01Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@rafileomulla3609,"What is github desktop, in our company using this I think so, its like ui for pull ,push, branch creation,like we did on command prompt ???",2025-05-01T09:47:52Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Sathish-sk-93,Java class  available ah?,2023-07-27T12:53:58Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@nctzen_johnbanana1340,"In command prompt, git is not recognized it seems",2024-02-22T10:39:13Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@basic-bhargav6248,wonderful explanation loved it,2023-06-11T18:42:10Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@nnshreenandhan9431,Thank You So much Bro,2024-03-18T14:54:27Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@bisaticharithasree7927,Bro naaku oka doudt chestaraa VMware lo ki  lap lo ni data ni ela input ga vastundhoo chepatharaa i mean ls command type cheste lap lo ni library options lo vunde data ela vastundhoo chepandi,2023-08-15T14:17:59Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Newscript-18-iin,Bro I want to say one think why u start WhatsApp this class,2023-08-02T14:18:27Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@SrivaniVaddireddy,"Hello  Anna This is Jayasri .
me vedio chla usefull.thank you, 
meru first git tut ani black screen ekkada chestunnaru. not in google. Please confirm!",2024-03-26T13:41:44Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@soundariyacreations,Master piece😍,2023-12-05T10:57:52Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@Sam-nh1vh,Bro react js ku oru tutorial video podunga bro....,2024-01-09T08:14:56Z,0,positive,non-toxic,spam,,,1,0
Ip2TA2ijDmA,@Ashokkumar-zn1ft,I guess it offer only 10Gi per month,2024-05-20T16:11:16Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@its_msCool,34,2023-09-28T09:21:24Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@na-mahaaashvi3231,"I am learning First Time to these concepts. after going through your complete video i asked my husband to ask me questions,he was surprised to hear answers from me ..trust me.. your way of explanation is very good. thank you",2023-08-22T15:21:25Z,33,negative,non-toxic,normal,,,1,0
